"SECONDS";"PID";"VALUE";"UNITS";
"80995.742919";"Relative throttle position";"20";"%";
"80995.888919";"Ambient air temperature";"9";"℃";
"80996.035919";"Absolute pedal position E";"46";"%";
"80996.419919";"Commanded throttle actuator";"23";"%";
"80996.708919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"80996.890919";"Absolute throttle position B";"20";"%";
"80997.042919";"Absolute pedal position D";"14";"%";
"80997.097919";"OBD Module Voltage";"14.3";"V";
"80997.482919";"Calculated engine load value";"18.8235294117647";"%";
"80997.628919";"Short term fuel % trim - Bank 1";"0";"%";
"80997.959919";"Long term fuel % trim - Bank 1";"-3.125";"%";
"80998.095919";"Calculated boost";"-11.5051185674227";"psi";
"80998.095919";"Intake manifold absolute pressure";"3.190830236154";"psi";
"80998.303919";"Engine RPM";"1471";"rpm";
"80998.303919";"Engine RPM x1000";"1.5";"rpm";
"80998.429919";"Intake air temperature";"13";"℃";
"80998.577919";"Calculated instant fuel consumption";"6.241919150906";"L/100km";
"80998.577919";"Distance travelled";"0.043956972";"km";
"80998.577919";"Distance travelled (total)";"667.802563823961";"km";
"80998.577919";"Vehicle speed";"27";"km/h";
"80998.730919";"Timing advance";"0";"°";
"80998.881919";"Intake air temperature";"13";"℃";
"80999.030919";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"80999.030919";"Throttle position";"14.9019607843137";"%";
"80999.179919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"0";"%";
"80999.179919";"Oxygen sensor 1 Bank 1 Voltage";"0";"V";
"80999.570919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"-100";"%";
"80999.570919";"Oxygen sensor 2 Bank 1 Voltage";"0.005";"V";
"80999.978919";"Distance traveled with MIL on";"0";"km";
"81000.125919";"Commanded evaporative purge";"0";"%";
"81000.270919";"# warm-ups since codes cleared";"0";"";
"81000.396919";"Distance traveled since codes cleared";"30654";"km";
"81000.524919";"Catalyst temperature Bank 1 Sensor 1";"570";"℃";
"81000.660919";"Catalyst temperature Bank 1 Sensor 2";"192";"℃";
"81001.007919";"Control module voltage";"14.3";"V";
"81001.400919";"Absolute load value";"29.4117647058824";"%";
"81001.551919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81001.698919";"Relative throttle position";"4";"%";
"81001.843919";"Ambient air temperature";"9";"℃";
"81002.003919";"Absolute pedal position E";"15";"%";
"81002.130919";"Commanded throttle actuator";"4";"%";
"81002.407919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81002.534919";"Absolute throttle position B";"16";"%";
"81002.650919";"Absolute pedal position D";"23";"%";
"81003.045919";"OBD Module Voltage";"14.4";"V";
"81003.405919";"Calculated engine load value";"22.7450980392157";"%";
"81003.714919";"Engine coolant temperature";"27";"℃";
"81004.044919";"Short term fuel % trim - Bank 1";"0";"%";
"81004.199919";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"81004.324919";"Calculated boost";"-11.6501563054299";"psi";
"81004.324919";"Intake manifold absolute pressure";"3.045792498147";"psi";
"81004.650919";"Engine RPM";"2327";"rpm";
"81004.650919";"Engine RPM x1000";"2.3";"rpm";
"81004.777919";"Average speed";"56.5476103858957";"km/h";
"81004.777919";"Calculated instant fuel consumption";"5.43651022820845";"L/100km";
"81004.777919";"Distance travelled";"0.0973438226388889";"km";
"81004.777919";"Distance travelled (total)";"667.8559506746";"km";
"81004.777919";"Vehicle speed";"31";"km/h";
"81004.925919";"Timing advance";"0";"°";
"81005.071919";"Intake air temperature";"13";"℃";
"81005.198919";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"81005.198919";"Throttle position";"14.9019607843137";"%";
"81005.350919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"0";"%";
"81005.350919";"Oxygen sensor 1 Bank 1 Voltage";"0";"V";
"81005.502919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"-100";"%";
"81005.502919";"Oxygen sensor 2 Bank 1 Voltage";"0";"V";
"81006.167919";"Distance traveled with MIL on";"0";"km";
"81006.287919";"Commanded evaporative purge";"0";"%";
"81006.437919";"# warm-ups since codes cleared";"0";"";
"81006.566919";"Distance traveled since codes cleared";"30654";"km";
"81006.717919";"Catalyst temperature Bank 1 Sensor 1";"588";"℃";
"81006.847919";"Catalyst temperature Bank 1 Sensor 2";"228";"℃";
"81007.118919";"Control module voltage";"14.3";"V";
"81007.266919";"Absolute load value";"15.6862745098039";"%";
"81007.385919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81007.511919";"Relative throttle position";"3";"%";
"81007.860919";"Ambient air temperature";"9";"℃";
"81008.008919";"Absolute pedal position E";"14";"%";
"81008.156919";"Commanded throttle actuator";"3";"%";
"81008.461919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81008.608919";"Absolute throttle position B";"14";"%";
"81008.756919";"Absolute pedal position D";"14";"%";
"81008.893919";"OBD Module Voltage";"14.3";"V";
"81009.540919";"Calculated engine load value";"15.6862745098039";"%";
"81009.676919";"Short term fuel % trim - Bank 1";"0";"%";
"81009.801919";"Long term fuel % trim - Bank 1";"-3.90625";"%";
"81009.947919";"Calculated boost";"-11.5051185674227";"psi";
"81009.947919";"Intake manifold absolute pressure";"3.190830236154";"psi";
"81010.074919";"Calculated instant fuel rate";"1.31762451712589";"L/h";
"81010.074919";"Engine RPM";"1501";"rpm";
"81010.074919";"Engine RPM x1000";"1.5";"rpm";
"81010.074919";"Instant engine power (based on fuel consumption)";"5.15480787151119";"hp";
"81010.225919";"Average speed";"39.448900319014";"km/h";
"81010.225919";"Calculated instant fuel consumption";"6.58812258562943";"L/100km";
"81010.225919";"Distance travelled";"0.127612810416667";"km";
"81010.225919";"Distance travelled (total)";"667.886219662378";"km";
"81010.225919";"Vehicle speed";"20";"km/h";
"81010.352919";"Timing advance";"0";"°";
"81010.501919";"Intake air temperature";"13";"℃";
"81010.891919";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"81010.891919";"Throttle position";"13.7254901960784";"%";
"81011.019919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"0";"%";
"81011.019919";"Oxygen sensor 1 Bank 1 Voltage";"0.945";"V";
"81011.138919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"0";"%";
"81011.138919";"Oxygen sensor 2 Bank 1 Voltage";"0.005";"V";
"81011.586919";"Distance traveled with MIL on";"0";"km";
"81011.735919";"Commanded evaporative purge";"0";"%";
"81011.882919";"# warm-ups since codes cleared";"0";"";
"81012.012919";"Distance traveled since codes cleared";"30654";"km";
"81012.173919";"Catalyst temperature Bank 1 Sensor 1";"586";"℃";
"81012.375919";"Catalyst temperature Bank 1 Sensor 2";"249";"℃";
"81012.985919";"Control module voltage";"14.3";"V";
"81013.110919";"Absolute load value";"14.1176470588235";"%";
"81013.257919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81013.375919";"Relative throttle position";"2";"%";
"81013.514919";"Ambient air temperature";"9";"℃";
"81013.660919";"Absolute pedal position E";"40";"%";
"81013.786919";"Commanded throttle actuator";"12";"%";
"81014.061919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81014.188919";"Absolute throttle position B";"23";"%";
"81014.640919";"Absolute pedal position D";"50";"%";
"81014.831919";"OBD Module Voltage";"14.4";"V";
"81015.163919";"Calculated engine load value";"75.6862745098039";"%";
"81015.310919";"Engine coolant temperature";"30";"℃";
"81015.439919";"Short term fuel % trim - Bank 1";"14.84375";"%";
"81015.564919";"Long term fuel % trim - Bank 1";"-5.46875";"%";
"81015.712919";"Calculated boost";"-5.12345809510505";"psi";
"81015.712919";"Intake manifold absolute pressure";"9.572490708462";"psi";
"81015.859919";"Calculated instant fuel rate";"0";"L/h";
"81015.859919";"Engine RPM";"2158";"rpm";
"81015.859919";"Engine RPM x1000";"2.2";"rpm";
"81015.859919";"Fuel used";"0";"L";
"81015.859919";"Fuel used (total)";"18.7286823489881";"L";
"81015.859919";"Fuel used price";"0";"$";
"81015.859919";"Fuel used price (total)";"18.92";"$";
"81015.859919";"Instant engine power (based on fuel consumption)";"0";"hp";
"81016.275919";"Average speed";"35.8761621719326";"km/h";
"81016.275919";"Calculated instant fuel consumption";"0";"L/100km";
"81016.275919";"Distance travelled";"0.176355709944444";"km";
"81016.275919";"Distance travelled (total)";"667.934962561906";"km";
"81016.275919";"Vehicle speed";"29";"km/h";
"81016.432919";"Timing advance";"11";"°";
"81016.557919";"Intake air temperature";"14";"℃";
"81016.735919";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"81016.735919";"Throttle position";"14.9019607843137";"%";
"81016.862919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"0";"%";
"81016.862919";"Oxygen sensor 1 Bank 1 Voltage";"0.005";"V";
"81016.989919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"-100";"%";
"81016.989919";"Oxygen sensor 2 Bank 1 Voltage";"0.01";"V";
"81017.495919";"Distance traveled with MIL on";"0";"km";
"81017.872919";"Commanded evaporative purge";"0";"%";
"81018.022919";"# warm-ups since codes cleared";"0";"";
"81018.151919";"Distance traveled since codes cleared";"30654";"km";
"81018.274919";"Catalyst temperature Bank 1 Sensor 1";"618";"℃";
"81018.426919";"Catalyst temperature Bank 1 Sensor 2";"271";"℃";
"81018.782919";"Control module voltage";"14.3";"V";
"81018.934919";"Absolute load value";"67.4509803921569";"%";
"81019.054919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81019.225919";"Relative throttle position";"12";"%";
"81019.353919";"Ambient air temperature";"9";"℃";
"81019.499919";"Absolute pedal position E";"14";"%";
"81019.648919";"Commanded throttle actuator";"4";"%";
"81020.123919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81020.273919";"Absolute throttle position B";"15";"%";
"81020.427919";"Absolute pedal position D";"14";"%";
"81020.553919";"OBD Module Voltage";"14.4";"V";
"81020.946919";"Calculated engine load value";"14.9019607843137";"%";
"81021.137919";"Short term fuel % trim - Bank 1";"0";"%";
"81021.338919";"Long term fuel % trim - Bank 1";"-3.125";"%";
"81021.752919";"Calculated boost";"-11.5051185674227";"psi";
"81021.752919";"Intake manifold absolute pressure";"3.190830236154";"psi";
"81021.899919";"Engine RPM";"2277";"rpm";
"81021.899919";"Engine RPM x1000";"2.3";"rpm";
"81022.025919";"Average speed";"34.4352208226966";"km/h";
"81022.025919";"Calculated instant fuel consumption";"0";"L/100km";
"81022.025919";"Distance travelled";"0.224267037444444";"km";
"81022.025919";"Distance travelled (total)";"667.982873889405";"km";
"81022.025919";"Vehicle speed";"30";"km/h";
"81022.155919";"Timing advance";"0";"°";
"81022.305919";"Intake air temperature";"13";"℃";
"81022.485919";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"81022.485919";"Throttle position";"14.5098039215686";"%";
"81022.635919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"0";"%";
"81022.635919";"Oxygen sensor 1 Bank 1 Voltage";"0";"V";
"81022.761919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"-100";"%";
"81022.761919";"Oxygen sensor 2 Bank 1 Voltage";"0.005";"V";
"81023.453919";"Distance traveled with MIL on";"0";"km";
"81023.572919";"Commanded evaporative purge";"0";"%";
"81023.706919";"# warm-ups since codes cleared";"0";"";
"81023.880919";"Distance traveled since codes cleared";"30654";"km";
"81024.030919";"Catalyst temperature Bank 1 Sensor 1";"627";"℃";
"81024.180919";"Catalyst temperature Bank 1 Sensor 2";"308";"℃";
"81024.437919";"Control module voltage";"14.3";"V";
"81024.566919";"Absolute load value";"14.5098039215686";"%";
"81024.718919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81024.866919";"Relative throttle position";"4";"%";
"81025.048919";"Ambient air temperature";"9";"℃";
"81025.374919";"Absolute pedal position E";"14";"%";
"81025.500919";"Commanded throttle actuator";"4";"%";
"81025.752919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81025.882919";"Absolute throttle position B";"14";"%";
"81026.035919";"Absolute pedal position D";"31";"%";
"81026.144919";"OBD Module Voltage";"14.4";"V";
"81026.542919";"Calculated engine load value";"27.843137254902";"%";
"81026.669919";"Engine coolant temperature";"32";"℃";
"81026.791919";"Short term fuel % trim - Bank 1";"-6.25";"%";
"81027.126919";"Long term fuel % trim - Bank 1";"-0.78125";"%";
"81027.282919";"Calculated boost";"-11.7951940434372";"psi";
"81027.282919";"Intake manifold absolute pressure";"2.90075476014";"psi";
"81027.410919";"Calculated instant fuel rate";"0";"L/h";
"81027.410919";"Engine RPM";"1720";"rpm";
"81027.410919";"Engine RPM x1000";"1.7";"rpm";
"81027.410919";"Fuel used";"0";"L";
"81027.410919";"Fuel used (total)";"18.7286823489881";"L";
"81027.410919";"Fuel used price";"0";"$";
"81027.410919";"Fuel used price (total)";"18.92";"$";
"81027.410919";"Instant engine power (based on fuel consumption)";"0";"hp";
"81027.549919";"Average speed";"32.2549587589481";"km/h";
"81027.549919";"Calculated instant fuel consumption";"0";"L/100km";
"81027.549919";"Distance travelled";"0.259554831527778";"km";
"81027.549919";"Distance travelled (total)";"668.018161683489";"km";
"81027.549919";"Vehicle speed";"23";"km/h";
"81027.709919";"Timing advance";"0";"°";
"81027.858919";"Intake air temperature";"13";"℃";
"81027.985919";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"81027.985919";"Throttle position";"13.7254901960784";"%";
"81028.131919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"0";"%";
"81028.131919";"Oxygen sensor 1 Bank 1 Voltage";"0";"V";
"81028.257919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"-100";"%";
"81028.257919";"Oxygen sensor 2 Bank 1 Voltage";"0";"V";
"81028.878919";"Distance traveled with MIL on";"0";"km";
"81029.027919";"Commanded evaporative purge";"0";"%";
"81029.146919";"# warm-ups since codes cleared";"0";"";
"81029.298919";"Distance traveled since codes cleared";"30654";"km";
"81029.448919";"Catalyst temperature Bank 1 Sensor 1";"624";"℃";
"81029.575919";"Catalyst temperature Bank 1 Sensor 2";"319";"℃";
"81029.850919";"Control module voltage";"14.3";"V";
"81029.998919";"Absolute load value";"78.8235294117647";"%";
"81030.442919";"Fuel/Air commanded equivalence ratio";"13.97250384";"";
"81030.590919";"Relative throttle position";"21";"%";
"81030.716919";"Ambient air temperature";"9";"℃";
"81030.844919";"Absolute pedal position E";"61";"%";
"81030.992919";"Commanded throttle actuator";"24";"%";
"81031.303919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81031.439919";"Absolute throttle position B";"31";"%";
"81031.588919";"Absolute pedal position D";"20";"%";
"81031.719919";"OBD Module Voltage";"14.4";"V";
"81033.106919";"Calculated engine load value";"33.7254901960784";"%";
"81033.234919";"Short term fuel % trim - Bank 1";"-13.28125";"%";
"81033.382919";"Long term fuel % trim - Bank 1";"-14.0625";"%";
"81033.529919";"Calculated boost";"-5.55857130912671";"psi";
"81033.529919";"Intake manifold absolute pressure";"9.137377494441";"psi";
"81033.677919";"Engine RPM";"1836";"rpm";
"81033.677919";"Engine RPM x1000";"1.8";"rpm";
"81033.826919";"Average speed";"33.1000518252606";"km/h";
"81033.826919";"Calculated instant fuel consumption";"0";"L/100km";
"81033.826919";"Distance travelled";"0.324072662694444";"km";
"81033.826919";"Distance travelled (total)";"668.082679514656";"km";
"81033.826919";"Vehicle speed";"37";"km/h";
"81033.994919";"Timing advance";"14";"°";
"81034.151919";"Intake air temperature";"13";"℃";
"81034.464919";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"81034.464919";"Throttle position";"17.6470588235294";"%";
"81034.614919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"-1.5625";"%";
"81034.614919";"Oxygen sensor 1 Bank 1 Voltage";"0.01";"V";
"81034.762919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"0";"%";
"81034.762919";"Oxygen sensor 2 Bank 1 Voltage";"0";"V";
"81035.211919";"Distance traveled with MIL on";"0";"km";
"81035.419919";"Commanded evaporative purge";"0";"%";
"81035.567919";"# warm-ups since codes cleared";"0";"";
"81035.714919";"Distance traveled since codes cleared";"30654";"km";
"81035.861919";"Catalyst temperature Bank 1 Sensor 1";"676";"℃";
"81036.185919";"Catalyst temperature Bank 1 Sensor 2";"341";"℃";
"81036.504919";"Control module voltage";"14.3";"V";
"81036.696919";"Absolute load value";"20.3921568627451";"%";
"81036.847919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81036.996919";"Relative throttle position";"7";"%";
"81037.127919";"Ambient air temperature";"8";"℃";
"81037.275919";"Absolute pedal position E";"45";"%";
"81037.422919";"Commanded throttle actuator";"18";"%";
"81037.943919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81038.072919";"Absolute throttle position B";"14";"%";
"81038.222919";"Absolute pedal position D";"14";"%";
"81038.350919";"OBD Module Voltage";"14.4";"V";
"81038.673919";"Calculated engine load value";"15.6862745098039";"%";
"81038.800919";"Engine coolant temperature";"34";"℃";
"81038.947919";"Short term fuel % trim - Bank 1";"0";"%";
"81039.114919";"Long term fuel % trim - Bank 1";"0";"%";
"81039.437919";"Calculated boost";"-11.7951940434372";"psi";
"81039.437919";"Intake manifold absolute pressure";"2.90075476014";"psi";
"81039.563919";"Engine RPM";"1601";"rpm";
"81039.563919";"Engine RPM x1000";"1.6";"rpm";
"81039.691919";"Average speed";"32.9431212245271";"km/h";
"81039.691919";"Calculated instant fuel consumption";"0";"L/100km";
"81039.691919";"Distance travelled";"0.376204408472222";"km";
"81039.691919";"Distance travelled (total)";"668.134811260433";"km";
"81039.691919";"Vehicle speed";"32";"km/h";
"81039.817919";"Timing advance";"0";"°";
"81039.964919";"Intake air temperature";"13";"℃";
"81040.090919";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"81040.090919";"Throttle position";"13.3333333333333";"%";
"81040.220919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"0";"%";
"81040.220919";"Oxygen sensor 1 Bank 1 Voltage";"0.02";"V";
"81040.399919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"-100";"%";
"81040.399919";"Oxygen sensor 2 Bank 1 Voltage";"0.01";"V";
"81041.113919";"Distance traveled with MIL on";"0";"km";
"81041.259919";"Commanded evaporative purge";"0";"%";
"81041.407919";"# warm-ups since codes cleared";"0";"";
"81041.534919";"Distance traveled since codes cleared";"30654";"km";
"81041.671919";"Catalyst temperature Bank 1 Sensor 1";"683";"℃";
"81041.798919";"Catalyst temperature Bank 1 Sensor 2";"360";"℃";
"81042.095919";"Control module voltage";"14";"V";
"81042.244919";"Absolute load value";"85.4901960784314";"%";
"81042.374919";"Fuel/Air commanded equivalence ratio";"13.68003324";"";
"81042.701919";"Relative throttle position";"91";"%";
"81042.824919";"Ambient air temperature";"8";"℃";
"81042.950919";"Absolute pedal position E";"76";"%";
"81043.097919";"Commanded throttle actuator";"97";"%";
"81043.396919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81043.524919";"Absolute throttle position B";"89";"%";
"81043.651919";"Absolute pedal position D";"74";"%";
"81043.792919";"OBD Module Voltage";"14.4";"V";
"81044.378919";"Calculated engine load value";"100";"%";
"81044.527919";"Short term fuel % trim - Bank 1";"0";"%";
"81044.674919";"Long term fuel % trim - Bank 1";"-8.59375";"%";
"81044.820919";"Calculated boost";"-1.06240143090289";"psi";
"81044.820919";"Intake manifold absolute pressure";"13.633547372658";"psi";
"81044.967919";"Calculated instant fuel rate";"7.47743248329141";"L/h";
"81044.967919";"Engine RPM";"1864";"rpm";
"81044.967919";"Engine RPM x1000";"1.9";"rpm";
"81044.967919";"Instant engine power (based on fuel consumption)";"29.2531956734086";"hp";
"81045.103919";"Average speed";"33.5314346976682";"km/h";
"81045.103919";"Calculated instant fuel consumption";"19.6774539033985";"L/100km";
"81045.103919";"Distance travelled";"0.433336996805556";"km";
"81045.103919";"Distance travelled (total)";"668.191943848767";"km";
"81045.103919";"Vehicle speed";"38";"km/h";
"81045.232919";"Timing advance";"15";"°";
"81045.381919";"Intake air temperature";"14";"℃";
"81045.520919";"Fuel economizer (based on fuel system status and throttle position)";"2";"";
"81045.520919";"Throttle position";"29.0196078431373";"%";
"81045.649919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"10.15625";"%";
"81045.649919";"Oxygen sensor 1 Bank 1 Voltage";"0.855";"V";
"81046.073919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"-100";"%";
"81046.073919";"Oxygen sensor 2 Bank 1 Voltage";"0";"V";
"81046.514919";"Distance traveled with MIL on";"0";"km";
"81046.661919";"Commanded evaporative purge";"0";"%";
"81046.798919";"# warm-ups since codes cleared";"0";"";
"81046.925919";"Distance traveled since codes cleared";"30654";"km";
"81047.074919";"Catalyst temperature Bank 1 Sensor 1";"720";"℃";
"81047.242919";"Catalyst temperature Bank 1 Sensor 2";"384";"℃";
"81047.537919";"Control module voltage";"14.3";"V";
"81047.945919";"Absolute load value";"14.9019607843137";"%";
"81048.072919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81048.218919";"Relative throttle position";"3";"%";
"81048.345919";"Ambient air temperature";"8";"℃";
"81048.500919";"Absolute pedal position E";"14";"%";
"81048.649919";"Commanded throttle actuator";"3";"%";
"81048.910919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81049.056919";"Absolute throttle position B";"21";"%";
"81049.203919";"Absolute pedal position D";"28";"%";
"81049.375919";"OBD Module Voltage";"14.4";"V";
"81050.016919";"Calculated engine load value";"14.9019607843137";"%";
"81050.166919";"Engine coolant temperature";"36";"℃";
"81050.284919";"Short term fuel % trim - Bank 1";"0";"%";
"81050.412919";"Long term fuel % trim - Bank 1";"-0.78125";"%";
"81050.571919";"Calculated boost";"-11.9402317814444";"psi";
"81050.571919";"Intake manifold absolute pressure";"2.755717022133";"psi";
"81050.752919";"Engine RPM";"1969";"rpm";
"81050.752919";"Engine RPM x1000";"2";"rpm";
"81050.902919";"Average speed";"34.1375267178324";"km/h";
"81050.902919";"Calculated instant fuel consumption";"19.1729038033113";"L/100km";
"81050.902919";"Distance travelled";"0.496160629972222";"km";
"81050.902919";"Distance travelled (total)";"668.254767481933";"km";
"81050.902919";"Vehicle speed";"39";"km/h";
"81051.075919";"Timing advance";"6";"°";
"81051.596919";"Intake air temperature";"13";"℃";
"81051.721919";"Fuel economizer (based on fuel system status and throttle position)";"1";"";
"81051.721919";"Throttle position";"22.7450980392157";"%";
"81051.861919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"-20.3125";"%";
"81051.861919";"Oxygen sensor 1 Bank 1 Voltage";"0.61";"V";
"81052.030919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"0";"%";
"81052.030919";"Oxygen sensor 2 Bank 1 Voltage";"0";"V";
"81052.431919";"Distance traveled with MIL on";"0";"km";
"81052.580919";"Commanded evaporative purge";"0";"%";
"81052.735919";"# warm-ups since codes cleared";"0";"";
"81052.885919";"Distance traveled since codes cleared";"30654";"km";
"81053.041919";"Catalyst temperature Bank 1 Sensor 1";"726";"℃";
"81053.192919";"Catalyst temperature Bank 1 Sensor 2";"411";"℃";
"81053.862919";"Control module voltage";"14.3";"V";
"81054.011919";"Absolute load value";"15.2941176470588";"%";
"81054.163919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81054.309919";"Relative throttle position";"4";"%";
"81054.478919";"Ambient air temperature";"8";"℃";
"81054.605919";"Absolute pedal position E";"14";"%";
"81054.756919";"Commanded throttle actuator";"4";"%";
"81055.054919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
"81055.201919";"Absolute throttle position B";"14";"%";
"81055.326919";"Absolute pedal position D";"14";"%";
"81055.481919";"OBD Module Voltage";"14.5";"V";
"81056.242919";"Calculated engine load value";"15.6862745098039";"%";
"81056.390919";"Short term fuel % trim - Bank 1";"0";"%";
"81056.539919";"Long term fuel % trim - Bank 1";"1.5625";"%";
"81056.690919";"Calculated boost";"-11.7951940434372";"psi";
"81056.690919";"Intake manifold absolute pressure";"2.90075476014";"psi";
"81056.840919";"Engine RPM";"1659";"rpm";
"81056.840919";"Engine RPM x1000";"1.7";"rpm";
"81056.980919";"Average speed";"34.0191366576646";"km/h";
"81056.980919";"Calculated instant fuel consumption";"22.6588863130043";"L/100km";
"81056.980919";"Distance travelled";"0.551878731055556";"km";
"81056.980919";"Distance travelled (total)";"668.310485583017";"km";
"81056.980919";"Vehicle speed";"33";"km/h";
"81057.153919";"Timing advance";"0";"°";
"81057.281919";"Intake air temperature";"13";"℃";
"81057.852919";"Fuel economizer (based on fuel system status and throttle position)";"0";"";
"81057.852919";"Throttle position";"13.7254901960784";"%";
"81058.012919";"Oxygen sensor 1 Bank 1 Short term fuel trim";"0";"%";
"81058.012919";"Oxygen sensor 1 Bank 1 Voltage";"0";"V";
"81058.145919";"Oxygen sensor 2 Bank 1 Short term fuel trim";"-100";"%";
"81058.145919";"Oxygen sensor 2 Bank 1 Voltage";"0.01";"V";
"81058.593919";"Distance traveled with MIL on";"0";"km";
"81058.745919";"Commanded evaporative purge";"0";"%";
"81058.901919";"# warm-ups since codes cleared";"0";"";
"81059.052919";"Distance traveled since codes cleared";"30654";"km";
"81059.206919";"Catalyst temperature Bank 1 Sensor 1";"706";"℃";
"81059.363919";"Catalyst temperature Bank 1 Sensor 2";"439";"℃";
"81059.743919";"Control module voltage";"14.2";"V";
"81059.894919";"Absolute load value";"21.5686274509804";"%";
"81060.418919";"Fuel/Air commanded equivalence ratio";"14.63112084";"";
"81060.546919";"Relative throttle position";"3";"%";
"81060.694919";"Ambient air temperature";"8";"℃";
"81060.830919";"Absolute pedal position E";"14";"%";
"81061.021919";"Commanded throttle actuator";"2";"%";
"81061.321919";"Long term secondary oxygen sensor trim Bank 1";"0";"%";
